species	genomes
tolypothrix_sp	1
tomitella_sp	1
treponema_azotonutricium	1
treponema_brennaborense	1
treponema_caldarium	1
treponema_denticola	1
treponema_pallidum	3
treponema_paraluiscuniculi	1
treponema_pedis	1
treponema_phagedenis	5
treponema_primitia	1
treponema_putidum	1
treponema_sp	2
treponema_succinifaciens	1
trichodesmium_erythraeum	1
trichormus_variabilis	2
truepera_radiovictrix	1
tsukamurella_tyrosinosolvens	1
tumebacillus_algifaecis	1
tumebacillus_avium	1
turicibacter_sp	1
turneriella_parva	1
tuwongella_immobilis	1
undibacterium_parvum	1
undibacterium_sp	2
ureaplasma_parvum	10
urechidicola_croceus	1
ureibacillus_thermosphaericus	1
vagococcus_penaei	1
vagococcus_sp	4
vagococcus_teuberi	1
vampirococcus_sp	1
variibacter_gotjawalensis	1
variovorax_boronicumulans	1
variovorax_paradoxus	5
variovorax_sp	7
veillonella_atypica	1
veillonella_parvula	2
verminephrobacter_eiseniae	1
verrucomicrobia_bacterium	2
verrucosispora_maris	1
vibrio_alfacsensis	1
vibrio_alginolyticus	26
vibrio_anguillarum	14
vibrio_antiquarius	1
vibrio_aphrogenes	1
vibrio_astriarenae	1
vibrio_breoganii	1
vibrio_campbellii	10
vibrio_casei	1
vibrio_chagasii	1
vibrio_cholerae	58
vibrio_cidicii	2
vibrio_cincinnatiensis	4
vibrio_coralliilyticus	6
vibrio_cyclitrophicus	1
vibrio_diabolicus	5
vibrio_fluvialis	10
vibrio_furnissii	6
vibrio_gazogenes	1
vibrio_harveyi	6
vibrio_hyugaensis	1
vibrio_jasicida	1
vibrio_mediterranei	2
vibrio_metoecus	4
vibrio_mimicus	6
vibrio_natriegens	5
vibrio_navarrensis	2
vibrio_neocaledonicus	1
vibrio_owensii	5
vibrio_panuliri	1
vibrio_parahaemolyticus	54
vibrio_ponticus	1
vibrio_qinghaiensis	1
vibrio_rotiferianus	2
vibrio_rumoiensis	1
vibrio_scophthalmi	2
vibrio_sp	12
vibrio_splendidus	1
vibrio_taketomensis	2
vibrio_tasmaniensis	1
vibrio_tritonius	1
vibrio_tubiashii	1
vibrio_vulnificus	19
victivallales_bacterium	1
virgibacillus_dokdonensis	1
virgibacillus_necropolis	1
virgibacillus_phasianinus	1
virgibacillus_sp	5
vitreoscilla_filiformis	1
vitreoscilla_sp	1
vulgatibacter_incomptus	1
waddlia_chondrophila	1
weeksella_virosa	1
weissella_ceti	3
weissella_cibaria	9
weissella_hellenica	2
weissella_jogaejeotgali	1
weissella_koreensis	2
weissella_paramesenteroides	1
weissella_soli	1
weissella_sp	2
wenyingzhuangia_fucanilytica	1
wenzhouxiangella_marina	1
wigglesworthia_glossinidia	2
winogradskyella_sp	2
woeseia_oceani	1
wolbachia_endosymbiont	17
wolbachia_pipientis	7
wolbachia_sp	1
wolinella_succinogenes	1
xanthomonas_arboricola	2
xanthomonas_axonopodis	3
xanthomonas_campestris	2
xanthomonas_cucurbitae	1
xanthomonas_euvesicatoria	1
xanthomonas_fragariae	2
xanthomonas_gardneri	2
xanthomonas_hortorum	2
xanthomonas_hyacinthi	1
xanthomonas_perforans	2
xanthomonas_phaseoli	6
xanthomonas_sacchari	1
xanthomonas_sp	1
xanthomonas_vasicola	4
xanthomonas_vesicatoria	2
xenorhabdus_bovienii	2
xenorhabdus_doucetiae	1
xenorhabdus_hominickii	1
xenorhabdus_poinarii	1
xylanimicrobium_sp	1
xylanimonas_allomyrinae	1
xylanimonas_cellulosilytica	1
xylella_taiwanensis	1
xylophilus_sp	1
yangia_pacifica	1
yangia_sp	1
yersinia_aldovae	1
yersinia_aleksiciae	1
yersinia_canariae	1
yersinia_frederiksenii	3
yersinia_hibernica	1
yersinia_massiliensis	1
yersinia_pestis	31
yersinia_pseudotuberculosis	21
yersinia_rohdei	1
yersinia_ruckeri	5
yersinia_similis	1
yersinia_sp	2
yokenella_regensburgei	1
yoonia_vestfoldensis	1
youhaiella_tibetensis	1
zhongshania_aliphaticivorans	1
zobellella_denitrificans	1
zobellia_galactanivorans	1
zoogloea_oryzae	1
zoogloeaceae_bacteirum	1
zunongwangia_profunda	1
zymobacter_palmae	1
